Request_ID,Arrival_Time,Cylinder_No,Burst_Time,Prev_Head,Curr_Head,Request_Type,Queue_Len,Seek_Time
12095,12596.11,11,2,167,11,Read,4,15.6
12096,12597.06,117,1,11,117,Read,1,10.6
12097,12597.78,174,8,117,174,Read,8,5.7
12098,12599.42,19,1,174,19,Write,4,15.5
12099,12600.82,103,10,19,103,Write,4,8.4
12100,12601.45,97,1,103,97,Read,2,0.6
12101,12602.42,64,10,97,64,Write,9,3.3
12102,12603.48,158,8,64,158,Read,9,9.4
12103,12605.4,32,6,158,32,Read,3,12.6
12104,12606.87,9,1,32,9,Read,1,2.3
12105,12607.79,136,4,9,136,Read,1,12.7
12106,12608.38,97,3,136,97,Read,1,3.9
12107,12610.3,6,10,97,6,Read,10,9.1
12108,12611.01,42,4,6,42,Read,2,3.6
12109,12612.69,87,8,42,87,Read,2,4.5
12110,12612.93,132,8,87,132,Read,2,4.5
12111,12613.52,107,5,132,107,Write,5,2.5
12112,12614.99,191,7,107,191,Write,3,8.4
12113,12616.51,179,4,191,179,Read,7,1.2
12114,12617.39,10,9,179,10,Write,8,16.9
12115,12618.89,167,3,10,167,Read,9,15.7
12116,12619.05,7,1,167,7,Read,9,16
12117,12619.2,77,9,7,77,Read,8,7
12118,12620.25,97,2,77,97,Write,7,2
12119,12622,93,7,97,93,Read,1,0.4
12120,12622.82,124,6,93,124,Read,10,3.1
12121,12623.52,158,6,124,158,Write,4,3.4
12122,12624.26,132,3,158,132,Read,5,2.6
12123,12625.59,61,7,132,61,Read,2,7.1
12124,12626.85,169,2,61,169,Read,4,10.8
12125,12627.1,128,10,169,128,Write,6,4.1
12126,12627.35,1,2,128,1,Read,1,12.7
12127,12627.55,5,2,1,5,Read,7,0.4
12128,12628.61,77,1,5,77,Write,3,7.2
12129,12630.33,87,2,77,87,Read,7,1
12130,12631.29,33,3,87,33,Read,1,5.4
12131,12633.02,136,7,33,136,Read,5,10.3
12132,12634.97,137,3,136,137,Read,10,0.1
12133,12635.35,65,2,137,65,Read,4,7.2
12134,12635.78,162,3,65,162,Read,1,9.7
12135,12637.31,196,9,162,196,Write,5,3.4
12136,12638.3,44,4,196,44,Write,1,15.2
12137,12639.72,48,10,44,48,Write,3,0.4
12138,12640.52,143,2,48,143,Read,8,9.5
12139,12641.44,82,8,143,82,Read,7,6.1
12140,12642.41,135,1,82,135,Read,4,5.3
12141,12643.93,193,2,135,193,Read,8,5.8
12142,12645.37,139,9,193,139,Write,9,5.4
12143,12647.15,146,5,139,146,Write,9,0.7
12144,12647.38,85,1,146,85,Read,3,6.1
12145,12648.84,111,7,85,111,Read,8,2.6
12146,12650.72,15,2,111,15,Write,8,9.6
12147,12651.95,166,4,15,166,Read,9,15.1
12148,12653.95,165,10,166,165,Read,5,0.1
12149,12655.44,45,7,165,45,Read,5,12
12150,12657.11,119,10,45,119,Read,3,7.4
12151,12657.23,189,2,119,189,Read,8,7
12152,12657.77,79,3,189,79,Write,9,11
12153,12659.03,28,10,79,28,Read,5,5.1
12154,12660.35,26,2,28,26,Read,2,0.2
12155,12661.87,58,8,26,58,Read,6,3.2
12156,12662.93,95,9,58,95,Write,1,3.7
12157,12663.45,71,4,95,71,Read,7,2.4
12158,12663.91,155,7,71,155,Read,10,8.4
12159,12665.74,147,5,155,147,Write,2,0.8
12160,12667.02,71,5,147,71,Read,1,7.6
12161,12667.38,82,2,71,82,Read,3,1.1
12162,12668.21,89,6,82,89,Read,5,0.7
12163,12668.97,178,7,89,178,Read,9,8.9
12164,12669.1,37,8,178,37,Write,10,14.1
12165,12669.52,141,6,37,141,Write,2,10.4
12166,12670.3,91,2,141,91,Read,9,5
12167,12671.58,48,3,91,48,Write,5,4.3
12168,12673.3,57,10,48,57,Read,1,0.9
12169,12674.69,128,5,57,128,Read,9,7.1
12170,12676.47,164,3,128,164,Read,6,3.6
12171,12678.06,103,8,164,103,Read,9,6.1
12172,12678.95,87,4,103,87,Write,2,1.6
12173,12680.81,71,2,87,71,Read,7,1.6
12174,12682.08,37,8,71,37,Read,2,3.4
12175,12682.18,162,4,37,162,Read,3,12.5
12176,12682.32,35,2,162,35,Read,6,12.7
12177,12684.06,83,3,35,83,Write,7,4.8
12178,12684.75,125,8,83,125,Read,2,4.2
12179,12685.28,122,7,125,122,Write,1,0.3
12180,12687.04,192,7,122,192,Read,2,7
12181,12687.88,165,8,192,165,Write,1,2.7
12182,12688.02,143,4,165,143,Write,1,2.2
12183,12688.42,160,7,143,160,Read,7,1.7
12184,12689.68,8,3,160,8,Write,6,15.2
12185,12690.35,54,4,8,54,Read,5,4.6
12186,12690.9,145,9,54,145,Write,5,9.1
12187,12691.96,29,6,145,29,Read,7,11.6
12188,12692.9,69,10,29,69,Write,3,4
12189,12693.82,12,2,69,12,Read,4,5.7
12190,12694.11,65,8,12,65,Read,2,5.3
12191,12695.23,188,8,65,188,Write,9,12.3
12192,12696.28,69,2,188,69,Write,5,11.9
12193,12698.15,92,2,69,92,Read,5,2.3
12194,12698.63,45,6,92,45,Read,6,4.7
12195,12699.17,111,6,45,111,Read,5,6.6
12196,12700.93,50,2,111,50,Write,10,6.1
12197,12701.27,23,2,50,23,Write,1,2.7
12198,12701.53,143,4,23,143,Read,2,12
12199,12701.73,0,6,143,0,Read,8,14.3
12200,12702.65,28,1,0,28,Write,2,2.8
12201,12703.17,4,3,28,4,Read,8,2.4
12202,12703.72,47,5,4,47,Read,3,4.3
12203,12704.69,109,10,47,109,Read,4,6.2
12204,12704.91,171,4,109,171,Read,1,6.2
12205,12705.09,8,6,171,8,Read,5,16.3
12206,12705.64,115,3,8,115,Read,9,10.7
12207,12707.3,177,8,115,177,Write,9,6.2
12208,12708.14,176,3,177,176,Write,6,0.1
12209,12708.25,177,2,176,177,Write,4,0.1
12210,12710.25,93,2,177,93,Write,7,8.4
12211,12712.18,8,5,93,8,Read,8,8.5
12212,12712.52,109,2,8,109,Write,4,10.1
12213,12713.9,79,5,109,79,Read,9,3
12214,12715.73,6,6,79,6,Read,4,7.3
12215,12716.65,195,5,6,195,Read,1,18.9
12216,12718.53,58,6,195,58,Write,2,13.7
12217,12719.09,167,4,58,167,Write,10,10.9
12218,12720.41,116,7,167,116,Write,7,5.1
12219,12722.01,126,3,116,126,Read,4,1
12220,12723.58,199,2,126,199,Write,6,7.3
12221,12723.68,88,7,199,88,Write,4,11.1
12222,12724.38,29,2,88,29,Read,8,5.9
12223,12724.78,5,4,29,5,Read,7,2.4
12224,12726.56,156,8,5,156,Write,8,15.1
12225,12727.14,26,6,156,26,Write,9,13
12226,12728.67,191,1,26,191,Write,6,16.5
12227,12730.07,93,5,191,93,Read,2,9.8
12228,12731.01,175,9,93,175,Write,2,8.2
12229,12732.9,36,5,175,36,Write,8,13.9
12230,12733.82,16,7,36,16,Read,6,2
12231,12735.09,122,6,16,122,Read,10,10.6
12232,12736.06,17,8,122,17,Write,6,10.5
12233,12737.26,4,5,17,4,Read,5,1.3
12234,12737.7,44,1,4,44,Read,9,4
12235,12739.25,51,5,44,51,Read,2,0.7
12236,12739.6,57,7,51,57,Write,3,0.6
12237,12741.09,90,3,57,90,Write,2,3.3
12238,12741.65,90,7,90,90,Read,10,0
12239,12743.51,4,2,90,4,Write,8,8.6
12240,12745.03,78,10,4,78,Read,4,7.4
12241,12746.39,103,6,78,103,Read,7,2.5
12242,12748.11,42,6,103,42,Read,8,6.1
12243,12749.92,163,3,42,163,Read,4,12.1
12244,12751.72,23,7,163,23,Write,10,14
12245,12752.17,109,10,23,109,Write,3,8.6
12246,12752.75,88,9,109,88,Read,2,2.1
12247,12753.27,68,8,88,68,Write,3,2
12248,12753.52,15,5,68,15,Read,7,5.3
12249,12755.51,71,1,15,71,Read,6,5.6
12250,12756.68,30,7,71,30,Write,8,4.1
12251,12757.13,85,3,30,85,Write,10,5.5
12252,12758.42,42,5,85,42,Write,5,4.3
12253,12758.61,98,2,42,98,Write,7,5.6
12254,12759.01,2,5,98,2,Read,9,9.6
12255,12760.45,52,8,2,52,Write,1,5
12256,12761.59,91,5,52,91,Read,7,3.9
12257,12762.2,140,7,91,140,Write,1,4.9
12258,12763.78,118,8,140,118,Read,9,2.2
12259,12764.55,180,1,118,180,Read,2,6.2
12260,12765.68,8,2,180,8,Read,8,17.2
12261,12767.52,175,2,8,175,Write,4,16.7
12262,12769.16,195,3,175,195,Write,6,2
12263,12770.19,19,3,195,19,Read,1,17.6
12264,12772.08,52,10,19,52,Write,4,3.3
12265,12773.61,173,7,52,173,Write,9,12.1
12266,12775,14,5,173,14,Write,6,15.9
12267,12775.53,17,6,14,17,Read,6,0.3
12268,12776.68,37,9,17,37,Write,9,2
12269,12777.22,27,9,37,27,Write,9,1
12270,12778.12,158,7,27,158,Write,9,13.1
12271,12779.97,82,7,158,82,Write,2,7.6
12272,12780.75,32,4,82,32,Read,9,5
12273,12780.86,37,6,32,37,Write,10,0.5
12274,12782.61,89,3,37,89,Write,8,5.2
12275,12784.23,147,10,89,147,Read,10,5.8
12276,12785.18,148,6,147,148,Read,4,0.1
12277,12785.92,86,6,148,86,Read,6,6.2
12278,12786.09,129,1,86,129,Read,2,4.3
12279,12787.86,101,3,129,101,Write,2,2.8
12280,12788.5,159,4,101,159,Read,9,5.8
12281,12789.56,86,6,159,86,Read,3,7.3
12282,12790.26,16,7,86,16,Read,9,7
12283,12791.49,137,4,16,137,Write,8,12.1
12284,12792.1,131,10,137,131,Read,8,0.6
12285,12793.52,54,8,131,54,Read,3,7.7
12286,12794.13,87,5,54,87,Read,3,3.3
12287,12795.27,116,10,87,116,Read,10,2.9
12288,12796.93,86,5,116,86,Read,7,3
12289,12797.15,73,5,86,73,Write,9,1.3
12290,12798.36,26,10,73,26,Read,5,4.7
12291,12799.7,147,7,26,147,Read,7,12.1
12292,12801.58,29,2,147,29,Read,1,11.8
12293,12802.03,10,8,29,10,Read,8,1.9
12294,12803.99,7,3,10,7,Read,2,0.3
12295,12804.18,183,7,7,183,Read,5,17.6
12296,12804.47,85,8,183,85,Read,7,9.8
12297,12806.34,113,4,85,113,Write,5,2.8
12298,12806.59,33,1,113,33,Write,10,8
12299,12807.05,37,8,33,37,Read,8,0.4
12300,12807.37,152,7,37,152,Write,6,11.5
12301,12809.32,155,7,152,155,Write,8,0.3
12302,12810.34,96,4,155,96,Write,4,5.9
12303,12811.43,3,3,96,3,Write,8,9.3
12304,12812.1,158,3,3,158,Write,1,15.5
12305,12812.93,77,8,158,77,Read,10,8.1
12306,12814.57,146,3,77,146,Write,1,6.9
12307,12815.36,112,3,146,112,Write,2,3.4
12308,12815.52,126,7,112,126,Write,3,1.4
12309,12816.65,189,4,126,189,Read,6,6.3
12310,12817.29,32,10,189,32,Write,4,15.7
12311,12818.1,114,9,32,114,Read,10,8.2
12312,12818.77,153,1,114,153,Write,8,3.9
12313,12819.68,3,3,153,3,Write,6,15
12314,12820.93,37,9,3,37,Write,1,3.4
12315,12822.17,40,9,37,40,Write,1,0.3
12316,12822.87,159,7,40,159,Write,1,11.9
12317,12823.25,185,9,159,185,Read,3,2.6
12318,12824.32,179,2,185,179,Write,5,0.6
12319,12824.69,167,5,179,167,Write,9,1.2
12320,12826.62,141,9,167,141,Read,5,2.6
12321,12827.24,196,3,141,196,Read,1,5.5
12322,12828.63,1,4,196,1,Read,7,19.5
12323,12829.26,189,9,1,189,Write,2,18.8
12324,12829.7,81,3,189,81,Write,7,10.8
12325,12831.56,72,8,81,72,Write,1,0.9
12326,12831.93,22,7,72,22,Write,10,5
12327,12832.74,53,1,22,53,Read,7,3.1
12328,12833.87,147,7,53,147,Write,4,9.4
12329,12835.28,94,1,147,94,Read,8,5.3
12330,12835.78,54,10,94,54,Read,1,4
12331,12836.42,150,6,54,150,Write,2,9.6
12332,12838.07,126,10,150,126,Read,8,2.4
12333,12839.83,125,7,126,125,Read,2,0.1
12334,12841.41,154,1,125,154,Read,6,2.9
12335,12841.75,0,6,154,0,Write,6,15.4
12336,12843.68,89,5,0,89,Read,2,8.9
12337,12845.44,47,6,89,47,Read,6,4.2
12338,12846.98,111,6,47,111,Write,6,6.4
12339,12847.47,104,1,111,104,Read,7,0.7
12340,12849.47,18,9,104,18,Write,3,8.6
12341,12849.89,4,3,18,4,Write,10,1.4
12342,12851.86,12,9,4,12,Write,1,0.8
12343,12853.64,20,10,12,20,Read,7,0.8
12344,12854.33,145,1,20,145,Write,1,12.5
12345,12856.12,158,5,145,158,Read,3,1.3
12346,12857.77,91,3,158,91,Read,1,6.7
12347,12859.25,17,6,91,17,Write,6,7.4
12348,12859.68,113,9,17,113,Read,4,9.6
12349,12860.13,197,3,113,197,Read,6,8.4
12350,12861.18,26,1,197,26,Write,9,17.1
12351,12861.69,23,10,26,23,Write,2,0.3
12352,12862.28,39,8,23,39,Read,5,1.6
12353,12864.08,140,6,39,140,Write,2,10.1
12354,12864.41,149,10,140,149,Write,9,0.9
12355,12865.87,43,6,149,43,Write,4,10.6
12356,12867.05,195,3,43,195,Write,7,15.2
12357,12868.74,168,8,195,168,Write,8,2.7
12358,12869.89,145,3,168,145,Read,1,2.3
12359,12870.53,78,3,145,78,Read,5,6.7
12360,12871.69,188,5,78,188,Write,10,11
12361,12872.31,197,10,188,197,Read,4,0.9
12362,12872.99,83,8,197,83,Read,10,11.4
12363,12873.71,186,10,83,186,Write,5,10.3
12364,12874.03,80,2,186,80,Write,6,10.6
12365,12875.35,121,6,80,121,Write,6,4.1
12366,12876.14,82,6,121,82,Write,3,3.9
12367,12876.84,176,10,82,176,Read,5,9.4
12368,12878.66,117,3,176,117,Read,10,5.9
12369,12879.07,52,2,117,52,Read,9,6.5
12370,12879.42,81,6,52,81,Write,2,2.9
12371,12880.02,123,6,81,123,Write,8,4.2
12372,12881.47,42,6,123,42,Write,10,8.1
12373,12882.57,35,5,42,35,Write,3,0.7
12374,12883.68,78,6,35,78,Write,2,4.3
12375,12885.28,91,3,78,91,Read,3,1.3
12376,12886.86,93,9,91,93,Write,2,0.2
12377,12888.62,57,8,93,57,Write,7,3.6
12378,12890.16,94,7,57,94,Write,7,3.7
12379,12890.77,67,9,94,67,Read,7,2.7
12380,12890.98,65,1,67,65,Read,8,0.2
12381,12892.01,143,3,65,143,Read,5,7.8
12382,12892.71,52,2,143,52,Write,6,9.1
12383,12893.36,64,5,52,64,Write,10,1.2
12384,12893.61,100,7,64,100,Read,6,3.6
12385,12895.12,194,4,100,194,Read,1,9.4
12386,12896.25,27,10,194,27,Write,2,16.7
12387,12896.71,191,6,27,191,Read,6,16.4
12388,12896.99,174,9,191,174,Read,6,1.7
12389,12897.81,35,8,174,35,Read,2,13.9
12390,12898,44,4,35,44,Write,5,0.9
12391,12898.61,165,8,44,165,Write,5,12.1
12392,12899.08,143,4,165,143,Write,1,2.2
12393,12899.42,31,5,143,31,Write,8,11.2
12394,12900.26,179,1,31,179,Read,4,14.8
12395,12901.13,118,7,179,118,Write,10,6.1
12396,12902.91,44,3,118,44,Write,9,7.4
12397,12903.54,158,4,44,158,Read,7,11.4
12398,12905.03,9,5,158,9,Write,2,14.9
12399,12906.22,13,1,9,13,Write,10,0.4
12400,12907.54,122,9,13,122,Read,2,10.9
12401,12907.74,8,4,122,8,Write,1,11.4
12402,12909.39,180,8,8,180,Write,7,17.2
12403,12909.94,34,4,180,34,Read,6,14.6
12404,12911.9,93,3,34,93,Write,3,5.9
12405,12912.66,116,9,93,116,Read,5,2.3
12406,12914.58,192,1,116,192,Write,3,7.6
12407,12916.32,106,7,192,106,Read,8,8.6
12408,12916.83,138,1,106,138,Write,8,3.2
12409,12917.05,65,8,138,65,Read,1,7.3
12410,12917.47,10,6,65,10,Write,3,5.5
12411,12919.34,173,8,10,173,Write,9,16.3
12412,12920.8,22,7,173,22,Read,9,15.1
12413,12921.1,108,10,22,108,Write,5,8.6
12414,12921.4,20,4,108,20,Read,9,8.8
12415,12921.73,154,10,20,154,Read,5,13.4
12416,12923.62,127,2,154,127,Write,5,2.7
12417,12925.43,92,3,127,92,Read,10,3.5
12418,12925.68,35,2,92,35,Write,9,5.7
12419,12926.01,13,3,35,13,Write,9,2.2
12420,12927.28,44,9,13,44,Read,6,3.1
12421,12927.69,168,5,44,168,Read,2,12.4
12422,12928.24,13,1,168,13,Write,2,15.5
12423,12930.18,133,9,13,133,Write,5,12
12424,12931.54,126,4,133,126,Read,3,0.7
12425,12932.95,89,8,126,89,Write,8,3.7
12426,12934.54,199,7,89,199,Read,4,11
12427,12934.82,190,10,199,190,Read,8,0.9
12428,12935.84,19,9,190,19,Write,6,17.1
12429,12936.16,97,7,19,97,Write,9,7.8
12430,12937.77,180,3,97,180,Read,5,8.3
12431,12938.47,10,6,180,10,Write,2,17
12432,12940.15,151,5,10,151,Read,8,14.1
12433,12941.36,14,10,151,14,Read,3,13.7
12434,12942.36,98,6,14,98,Read,8,8.4
12435,12944.15,86,7,98,86,Read,4,1.2
12436,12945.57,90,4,86,90,Write,3,0.4
12437,12946.17,156,4,90,156,Write,5,6.6
12438,12946.84,38,3,156,38,Read,4,11.8
12439,12948.38,95,8,38,95,Write,10,5.7
12440,12948.68,45,6,95,45,Read,5,5
12441,12948.96,71,6,45,71,Write,7,2.6
12442,12950.56,67,7,71,67,Write,6,0.4
12443,12952.41,184,2,67,184,Write,5,11.7
12444,12953.02,70,2,184,70,Write,3,11.4
12445,12954.75,6,1,70,6,Read,8,6.4
12446,12955.9,171,2,6,171,Write,7,16.5
12447,12957.05,107,5,171,107,Write,6,6.4
12448,12957.81,2,8,107,2,Read,2,10.5
12449,12958.88,51,1,2,51,Read,6,4.9
12450,12960.73,103,6,51,103,Write,8,5.2
12451,12962.1,111,5,103,111,Write,10,0.8
12452,12963.52,48,1,111,48,Write,2,6.3
12453,12963.63,160,9,48,160,Read,3,11.2
12454,12964.18,184,10,160,184,Write,2,2.4
12455,12964.79,37,7,184,37,Write,10,14.7
12456,12966.53,53,8,37,53,Write,6,1.6
12457,12967.77,185,7,53,185,Write,10,13.2
12458,12969.18,70,7,185,70,Read,10,11.5
12459,12969.42,199,3,70,199,Write,10,12.9
12460,12970.41,53,6,199,53,Write,9,14.6
12461,12970.55,95,7,53,95,Read,4,4.2
12462,12972.25,95,10,95,95,Read,7,0
12463,12972.83,147,1,95,147,Write,5,5.2
12464,12974.44,149,4,147,149,Read,10,0.2
12465,12974.98,114,9,149,114,Read,10,3.5
12466,12976.31,63,3,114,63,Write,4,5.1
12467,12976.46,115,9,63,115,Read,4,5.2
12468,12978.15,198,10,115,198,Read,5,8.3
12469,12979.46,27,2,198,27,Write,1,17.1
12470,12981.2,146,9,27,146,Write,5,11.9
12471,12982.69,105,5,146,105,Write,7,4.1
12472,12983.41,41,2,105,41,Read,9,6.4
12473,12984.85,30,6,41,30,Read,5,1.1
12474,12986.55,185,9,30,185,Read,10,15.5
12475,12986.96,77,7,185,77,Read,6,10.8
12476,12987.13,60,5,77,60,Read,3,1.7
12477,12988.62,158,9,60,158,Read,3,9.8
12478,12990.42,59,8,158,59,Read,4,9.9
12479,12991.42,8,4,59,8,Write,5,5.1
12480,12992.61,125,6,8,125,Write,10,11.7
12481,12994.34,46,8,125,46,Write,4,7.9
12482,12995.61,187,1,46,187,Write,2,14.1
12483,12996.32,147,2,187,147,Read,9,4
12484,12996.48,38,2,147,38,Read,10,10.9
12485,12997.79,188,7,38,188,Write,5,15
12486,12999.15,115,5,188,115,Read,8,7.3
12487,13000.84,83,9,115,83,Write,6,3.2
12488,13001.89,69,8,83,69,Write,10,1.4
12489,13002.3,4,5,69,4,Write,3,6.5
12490,13003.34,121,10,4,121,Write,3,11.7
12491,13004.78,61,7,121,61,Write,3,6
12492,13006.1,41,5,61,41,Write,1,2
12493,13007.6,19,9,41,19,Read,10,2.2
12494,13008.66,111,9,19,111,Read,4,9.2
12495,13009.07,80,9,111,80,Write,5,3.1
12496,13010.59,20,8,80,20,Read,6,6
12497,13012.29,91,6,20,91,Write,10,7.1
12498,13013.58,15,8,91,15,Write,4,7.6
12499,13014.57,99,3,15,99,Write,3,8.4
12500,13016.19,125,3,99,125,Read,5,2.6
12501,13017.06,40,10,125,40,Read,6,8.5
12502,13018.64,3,8,40,3,Read,6,3.7
12503,13019.78,2,3,3,2,Read,7,0.1
12504,13021.48,75,8,2,75,Write,7,7.3
12505,13022.01,22,10,75,22,Write,8,5.3
12506,13022.85,141,3,22,141,Write,8,11.9
12507,13024.84,65,5,141,65,Write,6,7.6
12508,13025.28,13,9,65,13,Read,5,5.2
12509,13026.89,192,5,13,192,Read,3,17.9
12510,13027.3,12,9,192,12,Read,1,18
12511,13027.86,199,8,12,199,Read,3,18.7
12512,13028.95,185,10,199,185,Read,10,1.4
12513,13029.05,179,3,185,179,Read,4,0.6
12514,13029.33,75,7,179,75,Read,1,10.4
12515,13031.24,56,1,75,56,Write,6,1.9
12516,13031.95,176,2,56,176,Write,9,12
12517,13033.35,22,1,176,22,Write,9,15.4
12518,13034.4,41,2,22,41,Read,9,1.9
12519,13035.49,60,10,41,60,Write,2,1.9
12520,13037.03,187,10,60,187,Read,10,12.7
12521,13038.96,110,10,187,110,Read,1,7.7
12522,13039.52,130,10,110,130,Read,6,2
12523,13040.24,151,9,130,151,Write,2,2.1
12524,13041.3,137,10,151,137,Read,7,1.4
12525,13042.33,21,4,137,21,Write,1,11.6
12526,13042.56,13,10,21,13,Write,10,0.8
12527,13042.89,91,6,13,91,Read,2,7.8
12528,13043.22,58,6,91,58,Write,10,3.3
12529,13044.17,87,6,58,87,Read,4,2.9
12530,13045.85,185,9,87,185,Read,7,9.8
12531,13046,136,8,185,136,Read,9,4.9
12532,13046.33,59,1,136,59,Read,10,7.7
12533,13047.8,87,4,59,87,Read,2,2.8
12534,13048.96,107,7,87,107,Write,2,2
12535,13050.19,84,2,107,84,Write,9,2.3
12536,13051.4,90,3,84,90,Write,1,0.6
12537,13052.91,139,6,90,139,Read,3,4.9
12538,13054.48,91,7,139,91,Write,4,4.8
12539,13055.74,10,2,91,10,Read,8,8.1
12540,13057.08,178,1,10,178,Read,6,16.8
12541,13058.01,58,1,178,58,Read,3,12
12542,13059.58,104,3,58,104,Write,1,4.6
12543,13060.18,129,2,104,129,Write,3,2.5
12544,13060.34,142,5,129,142,Write,6,1.3
12545,13061.4,56,9,142,56,Read,1,8.6
12546,13063.18,13,4,56,13,Read,9,4.3
12547,13064.61,9,6,13,9,Read,8,0.4
12548,13065.5,195,7,9,195,Write,7,18.6
12549,13066.39,61,9,195,61,Read,1,13.4
12550,13066.79,109,8,61,109,Read,9,4.8
12551,13067,187,10,109,187,Read,8,7.8
12552,13068.98,148,5,187,148,Write,1,3.9
12553,13070.89,198,10,148,198,Write,6,5
12554,13072.48,11,7,198,11,Write,6,18.7
12555,13073.07,18,10,11,18,Read,5,0.7
12556,13074.09,125,8,18,125,Write,9,10.7
12557,13074.66,115,8,125,115,Write,4,1
12558,13075.4,66,9,115,66,Write,6,4.9
12559,13076.67,118,7,66,118,Read,4,5.2
12560,13077.64,58,3,118,58,Read,5,6
12561,13079.45,12,8,58,12,Read,1,4.6
12562,13079.84,93,10,12,93,Write,4,8.1
12563,13080,67,4,93,67,Read,5,2.6
12564,13081.32,156,5,67,156,Read,8,8.9
12565,13083.27,95,4,156,95,Write,4,6.1
12566,13084.11,146,7,95,146,Write,10,5.1
12567,13085.03,29,4,146,29,Write,6,11.7
12568,13085.73,90,3,29,90,Read,3,6.1
12569,13085.9,102,5,90,102,Read,5,1.2
12570,13087.15,16,10,102,16,Write,1,8.6
12571,13087.95,22,4,16,22,Read,5,0.6
12572,13088.98,101,10,22,101,Read,3,7.9
12573,13090.69,62,5,101,62,Write,4,3.9
12574,13091.15,60,7,62,60,Read,4,0.2
12575,13091.33,36,7,60,36,Read,4,2.4
12576,13092.27,110,10,36,110,Write,8,7.4
12577,13093.9,162,5,110,162,Read,10,5.2
12578,13094.62,51,4,162,51,Read,5,11.1
12579,13094.81,136,8,51,136,Read,6,8.5
12580,13096.51,113,1,136,113,Write,1,2.3
12581,13097.2,22,9,113,22,Read,9,9.1
12582,13098.35,141,2,22,141,Read,8,11.9
12583,13099.28,140,4,141,140,Write,7,0.1
12584,13100.9,151,9,140,151,Write,4,1.1
12585,13101.07,81,7,151,81,Write,3,7
12586,13101.97,22,2,81,22,Write,10,5.9
12587,13103.09,124,2,22,124,Write,5,10.2
12588,13104.65,95,10,124,95,Read,7,2.9
12589,13105.85,123,2,95,123,Read,10,2.8
12590,13106.31,5,1,123,5,Read,2,11.8
12591,13107.38,59,3,5,59,Write,2,5.4
12592,13109.37,132,1,59,132,Write,1,7.3
12593,13110.81,4,7,132,4,Read,10,12.8
12594,13111.95,34,9,4,34,Read,9,3
12595,13112.77,143,4,34,143,Read,3,10.9
12596,13114.69,153,1,143,153,Write,2,1
12597,13116.61,38,6,153,38,Write,8,11.5
12598,13117.98,39,2,38,39,Read,8,0.1
12599,13118.78,62,2,39,62,Read,5,2.3
12600,13119.45,130,6,62,130,Write,6,6.8
12601,13119.57,51,8,130,51,Read,1,7.9
12602,13121.42,115,10,51,115,Read,8,6.4
12603,13121.54,71,4,115,71,Write,9,4.4
12604,13121.7,72,4,71,72,Read,7,0.1
12605,13122.66,162,6,72,162,Write,6,9
12606,13123.58,8,8,162,8,Read,7,15.4
12607,13124.92,60,5,8,60,Write,5,5.2
12608,13126.63,27,1,60,27,Read,9,3.3
12609,13127.21,173,10,27,173,Write,9,14.6
12610,13128.35,33,1,173,33,Write,6,14
12611,13129.42,24,5,33,24,Write,2,0.9
12612,13130.81,141,3,24,141,Write,1,11.7
12613,13131.05,30,8,141,30,Read,3,11.1
12614,13131.87,176,1,30,176,Read,7,14.6
12615,13133.05,42,5,176,42,Read,8,13.4
12616,13134.5,3,8,42,3,Write,2,3.9
12617,13135.41,63,3,3,63,Write,6,6
12618,13135.65,156,1,63,156,Write,5,9.3
12619,13136.16,171,4,156,171,Read,5,1.5
12620,13137.1,181,3,171,181,Write,5,1
12621,13138.88,82,9,181,82,Write,2,9.9
12622,13139.12,130,9,82,130,Write,5,4.8
12623,13139.53,110,5,130,110,Read,10,2
12624,13140.45,28,6,110,28,Write,6,8.2
12625,13141.16,58,10,28,58,Read,8,3
12626,13142.36,109,7,58,109,Read,7,5.1
12627,13142.6,139,3,109,139,Write,2,3
12628,13143.11,61,3,139,61,Read,3,7.8
12629,13144.85,66,10,61,66,Read,2,0.5
12630,13145.5,31,6,66,31,Write,4,3.5
12631,13146.34,3,4,31,3,Read,3,2.8
12632,13147.87,139,2,3,139,Read,2,13.6
12633,13149.15,30,4,139,30,Write,5,10.9
12634,13149.81,61,5,30,61,Read,1,3.1
12635,13150.65,19,3,61,19,Write,5,4.2
12636,13151.43,6,4,19,6,Write,8,1.3
12637,13153.27,77,7,6,77,Read,4,7.1
12638,13153.86,105,10,77,105,Write,1,2.8
12639,13154.14,135,9,105,135,Write,10,3
12640,13154.77,135,5,135,135,Read,1,0
12641,13155.9,113,7,135,113,Read,2,2.2
12642,13156.11,98,9,113,98,Read,3,1.5
12643,13157.39,117,9,98,117,Write,10,1.9
12644,13157.55,192,7,117,192,Write,10,7.5
12645,13158.46,132,1,192,132,Write,9,6
12646,13158.83,10,4,132,10,Read,10,12.2
12647,13160.07,191,8,10,191,Read,9,18.1
12648,13161.86,11,6,191,11,Read,8,18
12649,13162.84,33,4,11,33,Write,7,2.2
12650,13163.97,7,2,33,7,Write,10,2.6
12651,13165.87,100,6,7,100,Read,5,9.3
12652,13167.57,142,3,100,142,Read,4,4.2
12653,13168.52,198,7,142,198,Read,4,5.6
12654,13169.77,156,10,198,156,Write,10,4.2
12655,13169.97,35,6,156,35,Read,6,12.1
12656,13171.39,26,4,35,26,Read,5,0.9
12657,13172.87,98,7,26,98,Read,1,7.2
